DayOfWeek, HourOfDay, Branch_,City_,Customer type_,Gender_,Product line_,Unit price,Quantity,Tax 5%,Total,Payment_,cogs,gross margin percentage,gross income,Rating
4, 20, B, Zurich, Member, Male, Electronic accessories, 87.87, 9, 39.5415, 830.3715, Ewallet, 790.83, 4.761904762, 39.5415, 5.6
2, 19, C, Geneva, Normal, Male, Health and beauty, 21.8, 8, 8.72, 183.12, Cash, 174.4, 4.761904762, 8.72, 8.3
1, 16, A, Bern, Normal, Female, Sports and travel, 94.76, 4, 18.952, 397.992, Ewallet, 379.04, 4.761904762, 18.952, 7.8
2, 14, A, Bern, Member, Female, Fashion accessories, 30.62, 1, 1.531, 32.151, Credit card, 30.62, 4.761904762, 1.531, 4.1
7, 17, C, Geneva, Normal, Female, Home and lifestyle, 44.01, 8, 17.604, 369.684, Cash, 352.08, 4.761904762, 17.604, 8.8
7, 13, C, Geneva, Member, Female, Health and beauty, 10.16, 5, 2.54, 53.34, Ewallet, 50.8, 4.761904762, 2.54, 4.1
1, 16, A, Bern, Normal, Male, Electronic accessories, 74.58, 7, 26.103, 548.163, Credit card, 522.06, 4.761904762, 26.103, 9
2, 11, C, Geneva, Normal, Male, Electronic accessories, 71.89, 8, 28.756, 603.876, Ewallet, 575.12, 4.761904762, 28.756, 5.5
3, 10, C, Geneva, Normal, Female, Health and beauty, 10.99, 5, 2.7475, 57.6975, Credit card, 54.95, 4.761904762, 2.7475, 9.3
1, 10, C, Geneva, Member, Male, Health and beauty, 60.47, 3, 9.0705, 190.4805, Credit card, 181.41, 4.761904762, 9.0705, 5.6
4, 15, A, Bern, Normal, Male, Sports and travel, 58.91, 7, 20.6185, 432.9885, Ewallet, 412.37, 4.761904762, 20.6185, 9.7
7, 20, A, Bern, Normal, Male, Fashion accessories, 46.41, 1, 2.3205, 48.7305, Credit card, 46.41, 4.761904762, 2.3205, 4
5, 20, C, Geneva, Member, Male, Health and beauty, 68.55, 4, 13.71, 287.91, Credit card, 274.2, 4.761904762, 13.71, 9.2
2, 13, B, Zurich, Normal, Female, Home and lifestyle, 97.37, 10, 48.685, 1022.385, Credit card, 973.7, 4.761904762, 48.685, 4.9
3, 12, A, Bern, Member, Male, Electronic accessories, 92.6, 7, 32.41, 680.61, Credit card, 648.2, 4.761904762, 32.41, 9.3
2, 12, A, Bern, Normal, Female, Electronic accessories, 46.61, 2, 4.661, 97.881, Credit card, 93.22, 4.761904762, 4.661, 6.6
5, 16, B, Zurich, Normal, Male, Fashion accessories, 27.18, 2, 2.718, 57.078, Ewallet, 54.36, 4.761904762, 2.718, 4.3
4, 13, C, Geneva, Member, Female, Home and lifestyle, 60.87, 1, 3.0435, 63.9135, Cash, 60.87, 4.761904762, 3.0435, 5.5
5, 15, A, Bern, Member, Female, Sports and travel, 24.49, 10, 12.245, 257.145, Cash, 244.9, 4.761904762, 12.245, 8.1
5, 10, B, Zurich, Normal, Male, Health and beauty, 92.78, 1, 4.639, 97.419, Credit card, 92.78, 4.761904762, 4.639, 9.8
1, 18, C, Geneva, Member, Male, Home and lifestyle, 86.69, 5, 21.6725, 455.1225, Ewallet, 433.45, 4.761904762, 21.6725, 9.4
6, 16, B, Zurich, Normal, Male, Sports and travel, 23.01, 6, 6.903, 144.963, Ewallet, 138.06, 4.761904762, 6.903, 7.9
7, 19, C, Geneva, Member, Female, Electronic accessories, 30.2, 8, 12.08, 253.68, Ewallet, 241.6, 4.761904762, 12.08, 5.1
6, 13, C, Geneva, Member, Male, Fashion accessories, 67.39, 7, 23.5865, 495.3165, Ewallet, 471.73, 4.761904762, 23.5865, 6.9
1, 11, A, Bern, Member, Female, Fashion accessories, 48.96, 9, 22.032, 462.672, Cash, 440.64, 4.761904762, 22.032, 8
6, 11, B, Zurich, Member, Female, Electronic accessories, 75.59, 9, 34.0155, 714.3255, Cash, 680.31, 4.761904762, 34.0155, 8
7, 16, A, Bern, Normal, Female, Home and lifestyle, 77.47, 4, 15.494, 325.374, Cash, 309.88, 4.761904762, 15.494, 4.2
3, 18, A, Bern, Normal, Female, Sports and travel, 93.18, 2, 9.318, 195.678, Credit card, 186.36, 4.761904762, 9.318, 8.5
2, 17, A, Bern, Normal, Female, Electronic accessories, 50.23, 4, 10.046, 210.966, Cash, 200.92, 4.761904762, 10.046, 9
1, 10, B, Zurich, Normal, Female, Health and beauty, 17.75, 1, 0.8875, 18.6375, Cash, 17.75, 4.761904762, 0.8875, 8.6
4, 10, C, Geneva, Normal, Female, Fashion accessories, 62.18, 10, 31.09, 652.89, Ewallet, 621.8, 4.761904762, 31.09, 6
5, 14, B, Zurich, Normal, Male, Health and beauty, 10.75, 8, 4.3, 90.3, Ewallet, 86, 4.761904762, 4.3, 6.2
7, 18, A, Bern, Normal, Female, Electronic accessories, 40.26, 10, 20.13, 422.73, Credit card, 402.6, 4.761904762, 20.13, 5
5, 12, C, Geneva, Member, Female, Sports and travel, 64.97, 5, 16.2425, 341.0925, Credit card, 324.85, 4.761904762, 16.2425, 6.5
5, 14, A, Bern, Normal, Male, Electronic accessories, 95.15, 1, 4.7575, 99.9075, Cash, 95.15, 4.761904762, 4.7575, 6
4, 10, A, Bern, Member, Female, Electronic accessories, 48.62, 8, 19.448, 408.408, Cash, 388.96, 4.761904762, 19.448, 5
4, 16, B, Zurich, Normal, Female, Food and beverages, 53.21, 8, 21.284, 446.964, Ewallet, 425.68, 4.761904762, 21.284, 5
3, 11, C, Geneva, Normal, Female, Fashion accessories, 45.44, 7, 15.904, 333.984, Cash, 318.08, 4.761904762, 15.904, 9.2
6, 20, A, Bern, Normal, Male, Food and beverages, 33.88, 8, 13.552, 284.592, Ewallet, 271.04, 4.761904762, 13.552, 9.6
7, 20, B, Zurich, Member, Male, Health and beauty, 96.16, 4, 19.232, 403.872, Credit card, 384.64, 4.761904762, 19.232, 8.4
7, 14, B, Zurich, Member, Male, Food and beverages, 47.16, 5, 11.79, 247.59, Credit card, 235.8, 4.761904762, 11.79, 6
1, 16, B, Zurich, Normal, Male, Electronic accessories, 52.89, 4, 10.578, 222.138, Ewallet, 211.56, 4.761904762, 10.578, 6.7
7, 10, A, Bern, Member, Female, Home and lifestyle, 47.68, 2, 4.768, 100.128, Credit card, 95.36, 4.761904762, 4.768, 4.1
4, 14, C, Geneva, Member, Male, Sports and travel, 10.17, 1, 0.5085, 10.6785, Cash, 10.17, 4.761904762, 0.5085, 5.9
1, 10, A, Bern, Normal, Female, Health and beauty, 68.71, 3, 10.3065, 216.4365, Cash, 206.13, 4.761904762, 10.3065, 8.7
4, 11, B, Zurich, Member, Female, Sports and travel, 60.08, 7, 21.028, 441.588, Credit card, 420.56, 4.761904762, 21.028, 4.5
2, 18, A, Bern, Member, Female, Sports and travel, 22.01, 4, 4.402, 92.442, Credit card, 88.04, 4.761904762, 4.402, 6.6
1, 13, B, Zurich, Member, Female, Health and beauty, 72.11, 9, 32.4495, 681.4395, Credit card, 648.99, 4.761904762, 32.4495, 7.7
2, 18, A, Bern, Member, Male, Fashion accessories, 41.28, 3, 6.192, 130.032, Credit card, 123.84, 4.761904762, 6.192, 8.5
7, 18, C, Geneva, Normal, Male, Electronic accessories, 64.95, 10, 32.475, 681.975, Cash, 649.5, 4.761904762, 32.475, 5.2
2, 14, A, Bern, Member, Female, Electronic accessories, 74.22, 10, 37.11, 779.31, Credit card, 742.2, 4.761904762, 37.11, 4.3
4, 17, A, Bern, Normal, Male, Electronic accessories, 10.56, 8, 4.224, 88.704, Cash, 84.48, 4.761904762, 4.224, 7.6
1, 18, B, Zurich, Normal, Male, Health and beauty, 62.57, 4, 12.514, 262.794, Cash, 250.28, 4.761904762, 12.514, 9.5
3, 16, B, Zurich, Member, Female, Sports and travel, 11.85, 8, 4.74, 99.54, Cash, 94.8, 4.761904762, 4.74, 4.1
4, 14, A, Bern, Member, Male, Health and beauty, 91.3, 1, 4.565, 95.865, Ewallet, 91.3, 4.761904762, 4.565, 9.2
2, 11, B, Zurich, Member, Female, Home and lifestyle, 40.73, 7, 14.2555, 299.3655, Ewallet, 285.11, 4.761904762, 14.2555, 5.4
2, 19, A, Bern, Normal, Male, Fashion accessories, 52.38, 1, 2.619, 54.999, Cash, 52.38, 4.761904762, 2.619, 5.8
3, 13, A, Bern, Member, Male, Fashion accessories, 38.54, 5, 9.635, 202.335, Ewallet, 192.7, 4.761904762, 9.635, 5.6
3, 20, B, Zurich, Normal, Male, Sports and travel, 44.63, 6, 13.389, 281.169, Credit card, 267.78, 4.761904762, 13.389, 5.1
2, 15, C, Geneva, Normal, Male, Electronic accessories, 55.87, 10, 27.935, 586.635, Cash, 558.7, 4.761904762, 27.935, 5.8
2, 11, C, Geneva, Member, Female, Sports and travel, 29.22, 6, 8.766, 184.086, Ewallet, 175.32, 4.761904762, 8.766, 5
5, 15, A, Bern, Normal, Male, Fashion accessories, 51.94, 3, 7.791, 163.611, Cash, 155.82, 4.761904762, 7.791, 7.9
4, 17, B, Zurich, Normal, Male, Electronic accessories, 60.3, 1, 3.015, 63.315, Cash, 60.3, 4.761904762, 3.015, 6
6, 16, A, Bern, Member, Female, Sports and travel, 39.47, 2, 3.947, 82.887, Credit card, 78.94, 4.761904762, 3.947, 5
3, 18, C, Geneva, Member, Female, Food and beverages, 14.87, 2, 1.487, 31.227, Credit card, 29.74, 4.761904762, 1.487, 8.9
6, 12, A, Bern, Normal, Male, Fashion accessories, 21.32, 1, 1.066, 22.386, Cash, 21.32, 4.761904762, 1.066, 5.9
3, 11, A, Bern, Member, Male, Electronic accessories, 93.78, 3, 14.067, 295.407, Credit card, 281.34, 4.761904762, 14.067, 5.9
7, 18, A, Bern, Member, Male, Electronic accessories, 73.26, 1, 3.663, 76.923, Ewallet, 73.26, 4.761904762, 3.663, 9.7
3, 17, C, Geneva, Normal, Female, Sports and travel, 22.38, 1, 1.119, 23.499, Credit card, 22.38, 4.761904762, 1.119, 8.6
2, 19, C, Geneva, Member, Female, Food and beverages, 72.88, 9, 32.796, 688.716, Cash, 655.92, 4.761904762, 32.796, 4
6, 13, A, Bern, Normal, Female, Fashion accessories, 99.1, 6, 29.73, 624.33, Cash, 594.6, 4.761904762, 29.73, 4.2
5, 11, A, Bern, Normal, Male, Fashion accessories, 74.1, 1, 3.705, 77.805, Cash, 74.1, 4.761904762, 3.705, 9.2
2, 10, A, Bern, Normal, Female, Fashion accessories, 98.48, 2, 9.848, 206.808, Ewallet, 196.96, 4.761904762, 9.848, 9.2
1, 15, C, Geneva, Normal, Male, Health and beauty, 53.19, 7, 18.6165, 390.9465, Ewallet, 372.33, 4.761904762, 18.6165, 5
1, 11, B, Zurich, Normal, Female, Electronic accessories, 52.79, 10, 26.395, 554.295, Ewallet, 527.9, 4.761904762, 26.395, 10
3, 14, A, Bern, Member, Female, Health and beauty, 95.95, 5, 23.9875, 503.7375, Ewallet, 479.75, 4.761904762, 23.9875, 8.8
6, 10, B, Zurich, Normal, Female, Fashion accessories, 36.51, 9, 16.4295, 345.0195, Cash, 328.59, 4.761904762, 16.4295, 4.2
2, 19, B, Zurich, Normal, Male, Food and beverages, 21.12, 8, 8.448, 177.408, Cash, 168.96, 4.761904762, 8.448, 6.3
4, 18, A, Bern, Member, Female, Home and lifestyle, 28.31, 4, 5.662, 118.902, Cash, 113.24, 4.761904762, 5.662, 8.2
5, 13, B, Zurich, Normal, Male, Health and beauty, 57.59, 6, 17.277, 362.817, Cash, 345.54, 4.761904762, 17.277, 5.1
3, 12, A, Bern, Member, Female, Food and beverages, 47.63, 9, 21.4335, 450.1035, Cash, 428.67, 4.761904762, 21.4335, 5
3, 13, C, Geneva, Member, Female, Home and lifestyle, 86.27, 1, 4.3135, 90.5835, Ewallet, 86.27, 4.761904762, 4.3135, 7
2, 18, A, Bern, Member, Male, Sports and travel, 12.76, 2, 1.276, 26.796, Ewallet, 25.52, 4.761904762, 1.276, 7.8
7, 11, B, Zurich, Normal, Female, Home and lifestyle, 11.28, 9, 5.076, 106.596, Credit card, 101.52, 4.761904762, 5.076, 4.3
6, 11, B, Zurich, Normal, Female, Home and lifestyle, 51.07, 7, 17.8745, 375.3645, Cash, 357.49, 4.761904762, 17.8745, 7
2, 14, A, Bern, Member, Female, Electronic accessories, 79.59, 3, 11.9385, 250.7085, Cash, 238.77, 4.761904762, 11.9385, 6.6
6, 15, C, Geneva, Member, Male, Health and beauty, 33.81, 3, 5.0715, 106.5015, Ewallet, 101.43, 4.761904762, 5.0715, 7.3
5, 14, B, Zurich, Member, Male, Sports and travel, 90.53, 8, 36.212, 760.452, Credit card, 724.24, 4.761904762, 36.212, 6.5
4, 12, C, Geneva, Member, Female, Health and beauty, 62.82, 2, 6.282, 131.922, Ewallet, 125.64, 4.761904762, 6.282, 4.9
2, 19, C, Geneva, Member, Male, Food and beverages, 24.31, 3, 3.6465, 76.5765, Credit card, 72.93, 4.761904762, 3.6465, 4.3
7, 13, A, Bern, Normal, Male, Sports and travel, 64.59, 4, 12.918, 271.278, Ewallet, 258.36, 4.761904762, 12.918, 9.3
6, 10, A, Bern, Member, Male, Food and beverages, 24.82, 7, 8.687, 182.427, Credit card, 173.74, 4.761904762, 8.687, 7.1
3, 15, C, Geneva, Normal, Male, Fashion accessories, 56.5, 1, 2.825, 59.325, Ewallet, 56.5, 4.761904762, 2.825, 9.6
1, 11, B, Zurich, Member, Female, Electronic accessories, 21.43, 10, 10.715, 225.015, Cash, 214.3, 4.761904762, 10.715, 6.2
5, 17, A, Bern, Member, Male, Sports and travel, 89.06, 6, 26.718, 561.078, Cash, 534.36, 4.761904762, 26.718, 9.9
2, 11, A, Bern, Member, Male, Home and lifestyle, 23.29, 4, 4.658, 97.818, Credit card, 93.16, 4.761904762, 4.658, 5.9
5, 14, C, Geneva, Normal, Male, Home and lifestyle, 65.26, 8, 26.104, 548.184, Ewallet, 522.08, 4.761904762, 26.104, 6.3
2, 17, C, Geneva, Member, Male, Fashion accessories, 52.35, 1, 2.6175, 54.9675, Cash, 52.35, 4.761904762, 2.6175, 4
1, 20, B, Zurich, Member, Male, Electronic accessories, 39.75, 1, 1.9875, 41.7375, Cash, 39.75, 4.761904762, 1.9875, 6.1
4, 16, A, Bern, Normal, Female, Electronic accessories, 90.02, 8, 36.008, 756.168, Credit card, 720.16, 4.761904762, 36.008, 4.5
6, 10, B, Zurich, Member, Female, Electronic accessories, 12.1, 8, 4.84, 101.64, Ewallet, 96.8, 4.761904762, 4.84, 8.6
2, 14, B, Zurich, Member, Female, Food and beverages, 33.21, 10, 16.605, 348.705, Ewallet, 332.1, 4.761904762, 16.605, 6
6, 12, C, Geneva, Member, Female, Fashion accessories, 10.18, 8, 4.072, 85.512, Credit card, 81.44, 4.761904762, 4.072, 9.5
3, 15, B, Zurich, Member, Male, Sports and travel, 31.99, 10, 15.995, 335.895, Credit card, 319.9, 4.761904762, 15.995, 9.9
6, 12, A, Bern, Member, Female, Home and lifestyle, 34.42, 6, 10.326, 216.846, Ewallet, 206.52, 4.761904762, 10.326, 7.5
2, 13, A, Bern, Member, Female, Food and beverages, 83.34, 2, 8.334, 175.014, Cash, 166.68, 4.761904762, 8.334, 7.6
7, 10, A, Bern, Normal, Male, Sports and travel, 45.58, 7, 15.953, 335.013, Cash, 319.06, 4.761904762, 15.953, 5
2, 19, A, Bern, Member, Male, Food and beverages, 87.9, 1, 4.395, 92.295, Ewallet, 87.9, 4.761904762, 4.395, 6.7
6, 13, A, Bern, Member, Female, Electronic accessories, 73.47, 10, 36.735, 771.435, Ewallet, 734.7, 4.761904762, 36.735, 9.5
3, 12, C, Geneva, Normal, Female, Fashion accessories, 12.19, 8, 4.876, 102.396, Ewallet, 97.52, 4.761904762, 4.876, 6.8
7, 19, A, Bern, Member, Male, Sports and travel, 76.92, 10, 38.46, 807.66, Ewallet, 769.2, 4.761904762, 38.46, 5.6
4, 10, C, Geneva, Normal, Female, Health and beauty, 83.66, 5, 20.915, 439.215, Cash, 418.3, 4.761904762, 20.915, 7.2
4, 15, B, Zurich, Normal, Female, Electronic accessories, 57.91, 8, 23.164, 486.444, Cash, 463.28, 4.761904762, 23.164, 8.1
6, 16, C, Geneva, Member, Female, Fashion accessories, 92.49, 5, 23.1225, 485.5725, Credit card, 462.45, 4.761904762, 23.1225, 8.6
3, 20, B, Zurich, Normal, Male, Electronic accessories, 28.38, 5, 7.095, 148.995, Cash, 141.9, 4.761904762, 7.095, 9.4
3, 15, B, Zurich, Member, Male, Electronic accessories, 50.45, 6, 15.135, 317.835, Credit card, 302.7, 4.761904762, 15.135, 8.9
1, 17, B, Zurich, Normal, Male, Health and beauty, 99.16, 8, 39.664, 832.944, Credit card, 793.28, 4.761904762, 39.664, 4.2
5, 16, C, Geneva, Normal, Male, Fashion accessories, 60.74, 7, 21.259, 446.439, Ewallet, 425.18, 4.761904762, 21.259, 5
2, 10, C, Geneva, Member, Female, Food and beverages, 47.27, 6, 14.181, 297.801, Cash, 283.62, 4.761904762, 14.181, 8.8
6, 13, C, Geneva, Member, Male, Health and beauty, 85.6, 7, 29.96, 629.16, Cash, 599.2, 4.761904762, 29.96, 5.3
6, 19, A, Bern, Member, Male, Food and beverages, 35.04, 9, 15.768, 331.128, Ewallet, 315.36, 4.761904762, 15.768, 4.6
1, 14, C, Geneva, Member, Female, Electronic accessories, 44.84, 9, 20.178, 423.738, Credit card, 403.56, 4.761904762, 20.178, 7.5
6, 12, B, Zurich, Normal, Male, Home and lifestyle, 45.97, 4, 9.194, 193.074, Ewallet, 183.88, 4.761904762, 9.194, 5.1
2, 20, A, Bern, Member, Female, Health and beauty, 27.73, 5, 6.9325, 145.5825, Credit card, 138.65, 4.761904762, 6.9325, 4.2
1, 17, A, Bern, Normal, Male, Food and beverages, 11.53, 7, 4.0355, 84.7455, Cash, 80.71, 4.761904762, 4.0355, 8.1
4, 12, C, Geneva, Normal, Female, Health and beauty, 58.32, 2, 5.832, 122.472, Ewallet, 116.64, 4.761904762, 5.832, 6
7, 17, C, Geneva, Member, Female, Home and lifestyle, 78.38, 4, 15.676, 329.196, Cash, 313.52, 4.761904762, 15.676, 7.9
6, 18, C, Geneva, Normal, Male, Health and beauty, 84.61, 10, 42.305, 888.405, Credit card, 846.1, 4.761904762, 42.305, 8.8
7, 14, B, Zurich, Normal, Female, Health and beauty, 82.88, 5, 20.72, 435.12, Credit card, 414.4, 4.761904762, 20.72, 6.6
3, 16, A, Bern, Member, Female, Food and beverages, 79.54, 2, 7.954, 167.034, Ewallet, 159.08, 4.761904762, 7.954, 6.2
7, 10, B, Zurich, Normal, Female, Home and lifestyle, 49.01, 10, 24.505, 514.605, Credit card, 490.1, 4.761904762, 24.505, 4.2
3, 20, B, Zurich, Member, Female, Food and beverages, 29.15, 3, 4.3725, 91.8225, Credit card, 87.45, 4.761904762, 4.3725, 7.3
6, 11, C, Geneva, Normal, Female, Electronic accessories, 56.13, 4, 11.226, 235.746, Ewallet, 224.52, 4.761904762, 11.226, 8.6
4, 10, A, Bern, Normal, Female, Home and lifestyle, 93.12, 8, 37.248, 782.208, Cash, 744.96, 4.761904762, 37.248, 6.8
4, 10, A, Bern, Member, Male, Fashion accessories, 51.34, 8, 20.536, 431.256, Ewallet, 410.72, 4.761904762, 20.536, 7.6
1, 18, A, Bern, Member, Female, Food and beverages, 99.6, 3, 14.94, 313.74, Cash, 298.8, 4.761904762, 14.94, 5.8
6, 12, C, Geneva, Normal, Female, Electronic accessories, 35.49, 6, 10.647, 223.587, Cash, 212.94, 4.761904762, 10.647, 4.1
4, 15, C, Geneva, Member, Male, Sports and travel, 42.85, 1, 2.1425, 44.9925, Credit card, 42.85, 4.761904762, 2.1425, 9.3
1, 12, A, Bern, Normal, Female, Fashion accessories, 94.67, 4, 18.934, 397.614, Cash, 378.68, 4.761904762, 18.934, 6.8
5, 11, B, Zurich, Normal, Male, Home and lifestyle, 68.97, 3, 10.3455, 217.2555, Ewallet, 206.91, 4.761904762, 10.3455, 8.7
6, 12, B, Zurich, Member, Female, Electronic accessories, 26.26, 3, 3.939, 82.719, Ewallet, 78.78, 4.761904762, 3.939, 6.3
7, 15, C, Geneva, Member, Female, Home and lifestyle, 35.79, 9, 16.1055, 338.2155, Credit card, 322.11, 4.761904762, 16.1055, 5.1
5, 10, B, Zurich, Normal, Female, Home and lifestyle, 16.37, 6, 4.911, 103.131, Cash, 98.22, 4.761904762, 4.911, 7
5, 12, C, Geneva, Member, Female, Home and lifestyle, 12.73, 2, 1.273, 26.733, Credit card, 25.46, 4.761904762, 1.273, 5.2
4, 10, C, Geneva, Normal, Female, Sports and travel, 83.14, 7, 29.099, 611.079, Credit card, 581.98, 4.761904762, 29.099, 6.6
4, 13, C, Geneva, Member, Female, Sports and travel, 35.22, 6, 10.566, 221.886, Ewallet, 211.32, 4.761904762, 10.566, 6.5
4, 11, B, Zurich, Normal, Female, Electronic accessories, 13.78, 4, 2.756, 57.876, Ewallet, 55.12, 4.761904762, 2.756, 9
5, 17, B, Zurich, Member, Male, Sports and travel, 88.31, 1, 4.4155, 92.7255, Credit card, 88.31, 4.761904762, 4.4155, 5.2
7, 17, A, Bern, Member, Female, Health and beauty, 39.62, 9, 17.829, 374.409, Credit card, 356.58, 4.761904762, 17.829, 6.8
5, 20, B, Zurich, Normal, Female, Electronic accessories, 88.25, 9, 39.7125, 833.9625, Credit card, 794.25, 4.761904762, 39.7125, 7.6
6, 19, B, Zurich, Normal, Male, Sports and travel, 25.31, 2, 2.531, 53.151, Ewallet, 50.62, 4.761904762, 2.531, 7.2
7, 13, B, Zurich, Normal, Male, Home and lifestyle, 99.92, 6, 29.976, 629.496, Ewallet, 599.52, 4.761904762, 29.976, 7.1
6, 14, C, Geneva, Member, Female, Fashion accessories, 83.35, 2, 8.335, 175.035, Credit card, 166.7, 4.761904762, 8.335, 9.5
3, 11, A, Bern, Normal, Female, Food and beverages, 74.44, 10, 37.22, 781.62, Ewallet, 744.4, 4.761904762, 37.22, 5.1
7, 12, C, Geneva, Normal, Male, Health and beauty, 64.08, 7, 22.428, 470.988, Ewallet, 448.56, 4.761904762, 22.428, 7.6
4, 20, B, Zurich, Normal, Female, Home and lifestyle, 63.15, 6, 18.945, 397.845, Ewallet, 378.9, 4.761904762, 18.945, 9.8
4, 20, C, Geneva, Member, Male, Home and lifestyle, 85.72, 3, 12.858, 270.018, Ewallet, 257.16, 4.761904762, 12.858, 5.1
6, 19, C, Geneva, Normal, Female, Health and beauty, 78.89, 7, 27.6115, 579.8415, Ewallet, 552.23, 4.761904762, 27.6115, 7.5
6, 10, A, Bern, Normal, Female, Sports and travel, 89.48, 5, 22.37, 469.77, Cash, 447.4, 4.761904762, 22.37, 7.4
7, 16, A, Bern, Member, Female, Health and beauty, 92.09, 3, 13.8135, 290.0835, Cash, 276.27, 4.761904762, 13.8135, 4.2
4, 17, C, Geneva, Normal, Female, Food and beverages, 57.29, 6, 17.187, 360.927, Ewallet, 343.74, 4.761904762, 17.187, 5.9
6, 18, A, Bern, Normal, Male, Food and beverages, 66.52, 4, 13.304, 279.384, Ewallet, 266.08, 4.761904762, 13.304, 6.9
3, 10, C, Geneva, Member, Male, Fashion accessories, 99.82, 9, 44.919, 943.299, Cash, 898.38, 4.761904762, 44.919, 6.6
6, 19, A, Bern, Normal, Female, Home and lifestyle, 45.68, 10, 22.84, 479.64, Ewallet, 456.8, 4.761904762, 22.84, 5.7
2, 14, A, Bern, Normal, Male, Health and beauty, 50.79, 5, 12.6975, 266.6475, Credit card, 253.95, 4.761904762, 12.6975, 5.3
4, 20, A, Bern, Member, Male, Health and beauty, 10.08, 7, 3.528, 74.088, Cash, 70.56, 4.761904762, 3.528, 4.2
6, 11, A, Bern, Normal, Female, Electronic accessories, 93.88, 7, 32.858, 690.018, Credit card, 657.16, 4.761904762, 32.858, 7.3
2, 14, C, Geneva, Member, Male, Electronic accessories, 84.25, 2, 8.425, 176.925, Credit card, 168.5, 4.761904762, 8.425, 5.3
7, 20, B, Zurich, Member, Male, Fashion accessories, 53.78, 1, 2.689, 56.469, Ewallet, 53.78, 4.761904762, 2.689, 4.7
3, 18, C, Geneva, Member, Male, Home and lifestyle, 35.81, 5, 8.9525, 188.0025, Ewallet, 179.05, 4.761904762, 8.9525, 7.9
7, 14, B, Zurich, Normal, Female, Food and beverages, 26.43, 8, 10.572, 222.012, Ewallet, 211.44, 4.761904762, 10.572, 8.9
4, 12, B, Zurich, Member, Male, Health and beauty, 39.91, 3, 5.9865, 125.7165, Ewallet, 119.73, 4.761904762, 5.9865, 9.3
3, 18, B, Zurich, Member, Female, Home and lifestyle, 21.9, 3, 3.285, 68.985, Ewallet, 65.7, 4.761904762, 3.285, 4.7
1, 13, B, Zurich, Member, Female, Food and beverages, 62.85, 4, 12.57, 263.97, Ewallet, 251.4, 4.761904762, 12.57, 8.7
7, 13, C, Geneva, Member, Female, Food and beverages, 21.04, 4, 4.208, 88.368, Cash, 84.16, 4.761904762, 4.208, 7.6
6, 11, B, Zurich, Member, Male, Home and lifestyle, 65.91, 6, 19.773, 415.233, Cash, 395.46, 4.761904762, 19.773, 5.7
7, 11, A, Bern, Normal, Female, Fashion accessories, 42.57, 7, 14.8995, 312.8895, Cash, 297.99, 4.761904762, 14.8995, 6.8
4, 17, C, Geneva, Member, Male, Food and beverages, 50.49, 9, 22.7205, 477.1305, Cash, 454.41, 4.761904762, 22.7205, 5.4
4, 15, B, Zurich, Normal, Male, Electronic accessories, 46.02, 6, 13.806, 289.926, Cash, 276.12, 4.761904762, 13.806, 7.1
3, 12, C, Geneva, Normal, Female, Home and lifestyle, 15.8, 10, 7.9, 165.9, Cash, 158, 4.761904762, 7.9, 7.8
2, 15, A, Bern, Member, Female, Food and beverages, 98.66, 9, 44.397, 932.337, Cash, 887.94, 4.761904762, 44.397, 8.4
1, 15, C, Geneva, Member, Male, Fashion accessories, 91.98, 1, 4.599, 96.579, Cash, 91.98, 4.761904762, 4.599, 9.8
2, 18, A, Bern, Member, Male, Electronic accessories, 20.89, 2, 2.089, 43.869, Cash, 41.78, 4.761904762, 2.089, 9.8
2, 15, A, Bern, Normal, Female, Fashion accessories, 15.5, 1, 0.775, 16.275, Credit card, 15.5, 4.761904762, 0.775, 7.4
6, 20, C, Geneva, Member, Male, Electronic accessories, 96.82, 3, 14.523, 304.983, Cash, 290.46, 4.761904762, 14.523, 6.7
6, 14, B, Zurich, Normal, Male, Food and beverages, 33.33, 2, 3.333, 69.993, Credit card, 66.66, 4.761904762, 3.333, 6.4
6, 18, B, Zurich, Normal, Female, Electronic accessories, 38.27, 2, 3.827, 80.367, Credit card, 76.54, 4.761904762, 3.827, 5.8
1, 15, A, Bern, Normal, Female, Home and lifestyle, 33.3, 9, 14.985, 314.685, Ewallet, 299.7, 4.761904762, 14.985, 7.2
7, 12, A, Bern, Member, Male, Home and lifestyle, 81.01, 3, 12.1515, 255.1815, Credit card, 243.03, 4.761904762, 12.1515, 9.3
1, 18, A, Bern, Normal, Female, Health and beauty, 15.8, 3, 2.37, 49.77, Cash, 47.4, 4.761904762, 2.37, 9.5
1, 19, B, Zurich, Member, Female, Electronic accessories, 34.49, 5, 8.6225, 181.0725, Credit card, 172.45, 4.761904762, 8.6225, 9
2, 11, B, Zurich, Member, Female, Food and beverages, 84.63, 10, 42.315, 888.615, Credit card, 846.3, 4.761904762, 42.315, 9
7, 13, B, Zurich, Member, Male, Home and lifestyle, 36.91, 7, 12.9185, 271.2885, Ewallet, 258.37, 4.761904762, 12.9185, 6.7
6, 15, B, Zurich, Normal, Male, Electronic accessories, 87.08, 7, 30.478, 640.038, Cash, 609.56, 4.761904762, 30.478, 5.5
1, 15, A, Bern, Normal, Male, Home and lifestyle, 80.08, 3, 12.012, 252.252, Cash, 240.24, 4.761904762, 12.012, 5.4
